Lag,BTC,LTC,XMR,XRP,ANT,ARK,BAT,BTS,DASH,DCR,DGB,DOGE,ETC,FIRO,GAS,GNO,KMD,LSK,LUNC,MIOTA,PIVX,QTUM,RLC,SC,STEEM,SYS,WAVES,XEM,XLM,ZEC,ZEN
1,0.19431775995595452,0.21551542757654832,0.06926426849871467,0.05257298008786147,0.46909270260958513,0.3930752368013557,0.20399737566393175,0.48231794197009914,0.25552030409029186,0.8954382138244923,0.5454606972672669,0.035004836590981164,0.041303089208902924,0.8781110288141869,0.1306146209107715,0.04610875105618608,0.12398554868270693,0.16980381619863352,0.11217502812408081,0.5179364122857119,0.33211957771143025,0.1636770080040438,0.5068081326324898,0.34498501233570145,0.5258397046855207,0.995472656174468,0.39846121820777336,0.000752124923034859,0.1677183723006091,0.3773268560748667,0.28093801393151085
2,0.3897991882895559,0.5263839377772075,0.20167749277694993,0.10834926915462577,0.4354914341556392,0.7256392581297597,0.31637133478533747,0.7782306791678246,0.3145175137423286,0.8306799910860585,0.3271071035496161,0.08149863040258855,0.12223265860755138,0.9818899007878295,0.26047345586036863,0.336909970650286,0.10379841559585397,0.14302138583226534,0.265109243349396,0.8183075512509387,0.45749920861537474,0.3110880643817352,0.7224542506754844,0.2011890825395669,0.8293648490185874,0.7641778545492384,0.4027951435571334,0.006245471860630562,0.3437571985093225,0.36529236934715864,0.3791169017302639
3,0.4173321489606575,0.7249821419086682,0.2806132470532806,0.18823215487868178,0.5174194449467329,0.7204322271024719,0.4841281312387017,0.08459682431858499,0.4866008318036882,0.5189503081661309,0.4835910592606446,0.10336299186320037,0.12398310593233289,0.125227917446578,0.2492722523602903,0.038241513196054705,0.11471158173485207,0.14602648266064455,0.08739785752979012,0.8596853141356945,0.31323596292254663,0.5049750587953745,0.46406003430919907,0.2838301575409959,0.9056776105108315,0.8789154575564109,0.5515593113817976,0.011944961144216457,0.5414674107796784,0.35883298596169994,0.5394018174905919
4,0.5869807501154575,0.8488484737933042,0.004606301457433027,0.21429552444702982,0.6359037463891111,0.5002617672912886,0.44205682552509973,0.07364988266985191,0.41875356114735596,0.6743663664959084,0.2308538734919493,0.05458315580946267,0.011614114747550539,0.015254304662889778,0.32926534279403585,0.03943648342050065,0.1508159150699407,0.017750746959160155,0.11001537754200806,0.7446599323219575,0.3992922959569297,0.42832995294432297,0.37547341591800243,0.013017757385977777,0.9475565642292187,0.8627021856214594,0.24399951380970653,0.01875789114528039,0.6593396153730597,0.3844949313371693,0.38223977497640227
5,0.04055802737811328,0.9164723531403871,0.012444334565391972,0.31535825261900013,0.6928240185877452,0.4076465712882468,0.594385685985261,0.11188034352121659,0.4473929461183954,0.6961446362303996,0.3383498280253721,0.0031728054834342804,0.022549163884853694,0.02416252614966616,0.16544018019382048,0.007815214316512489,0.16432212508437988,0.036977512123654355,0.17000575491231748,0.8325151164993071,0.6701563272453471,0.5270754716688516,0.45857407804297834,0.027872798243363788,0.9338096734514283,0.9006397743980404,0.3711737565872642,0.02078713705424157,0.7686190683267521,0.5164975663100154,0.23445177208759524
6,0.0154787105079809,0.60331515993683,0.005494488493276844,0.38514896518803354,0.8463136145098158,0.5135555938722605,0.5008426555901824,0.09371898218038928,0.408523588571096,0.8090701748160556,0.43227743938973606,0.004713916843282726,0.03116374354272376,0.018654932988285633,0.17321302013651346,0.006736862785234162,0.15595438731302283,0.12619204401827958,0.48314035869422944,0.7723629327207663,0.5407509698428321,0.5641157470452651,0.48090854853030474,0.0322523046345451,0.9042739175866694,0.9081648314031455,0.30170219179786084,0.01938169117912336,0.7632835803339547,0.6504175969963761,0.1818993071702238
7,0.02257390764747814,0.7012142846034415,0.008528319623920175,0.2804734947527728,0.9072537298030042,0.42190547066741685,0.47448987170733425,0.12435780880395746,0.47580203915257,0.8833474520371849,0.3828828393777033,0.00826594896647066,0.05169775080457895,0.009944183297871969,0.06021673177032001,0.009206987151777772,0.17167885788149084,0.1050749424152395,0.4968224502999815,0.7834329388078954,0.2922601888737029,0.46589880531590044,0.5959836770883409,0.04892015383531628,0.9435840555698229,0.8874207687077362,0.28407862402505435,0.020617310882253485,0.8410515124210232,0.7367453394402603,0.12358916001052758
8,0.020257384011349192,0.6388918930701486,0.004417756999230954,0.22706247263240487,0.9236358589224263,0.43870035618564474,0.29839224431581585,0.10591369028617123,0.5281270014753972,0.9341914454394677,0.39814668255943025,0.016012578820842192,0.03451340710957583,0.006955023546002466,0.1122851825677478,0.014594606540663083,0.24323058159209612,0.16697250401238636,0.5926685774192039,0.8596017089191219,0.41075576771923594,0.5375085124183482,0.5307577672470098,0.054630698417061224,0.9728681006444956,0.7351106781276677,0.28818849358984466,0.030038602676920514,0.9178191777859939,0.8094502561575367,0.1370059501930496
9,0.02435199091488016,0.2756294303712808,0.003852051855917835,0.0005664099925467448,0.8277196612008024,0.5009306558822482,0.011200292726517628,0.14532600863919606,0.3663190556275396,0.7326087705916449,0.13792785705393473,0.023680744258917575,0.03888319945409671,0.004399082403852855,0.15134288902129,0.01399124631875459,0.3229064786395858,0.2193635176531963,0.8208332407626178,0.719106036697946,0.5030069279558022,0.4498270726489313,0.393753879553273,0.03688638289806983,0.9268567036495041,0.8353775780849411,0.3713341695170626,0.02493266882356182,0.47535210905198255,0.6806129554456761,0.16025846702064475
10,0.025462935253822865,0.06923706955276475,0.004293445324109545,0.0006247213663450824,0.32307776113720127,0.3001669028606561,0.011205286416667414,0.19121486047271655,0.334919820340542,0.6151217849560978,0.08522329744482078,0.050861842215337225,0.04062624698682442,0.00672844130394561,0.19448117761138545,0.01604878466791456,0.2953778567705804,0.14944022343918462,0.8483149178072518,0.5008268047232305,0.42053853162071764,0.5128640110253344,0.42638556933857924,0.026305425077244957,0.946024294716418,0.8729965884909339,0.3700511268378687,0.024886076611340333,0.3918735001150619,0.7268352092704606,0.19608561852137418
