Lag,BTC,LTC,XMR,XRP,ANT,ARK,BAT,BTS,DASH,DCR,DGB,DOGE,ETC,FIRO,GAS,GNO,KMD,LSK,LUNC,MIOTA,PIVX,QTUM,RLC,SC,STEEM,SYS,WAVES,XEM,XLM,ZEC,ZEN
1,0.0006876401609375973,0.3244730001661198,0.27953021075757606,0.004936242208704057,0.43804813298335765,0.37174833350837355,0.05547618988032978,0.5770365968470619,0.10680836575865264,0.15535843568256433,0.02003350632136387,0.3430094161723142,0.0033580043956954243,0.6944873744228887,0.7650786110032656,0.3913884792443383,0.05853151835368028,0.15525101850702863,0.5589836295597292,0.0027364645901786127,0.36659540047576833,0.0006048610543584097,3.999385157112234e-20,0.029451163572830605,0.956169464154588,0.9178866868402807,0.1001384847282256,0.024382942797249632,0.009818411882118898,0.007756906564086757,0.33603314497794917
2,7.817507500385391e-06,0.42456421443713155,0.12539067400522816,0.007692547000025445,0.7524823211251513,0.20329128955305908,0.12035906123461618,0.13066681457472215,0.22284980641241342,0.30860147024091716,0.04426041606817853,0.5518485083245286,0.006895516725351116,0.09178755850460735,0.8990646740326094,0.25526887170681745,0.1554332379557937,0.09793317595252933,0.007500244196353701,0.005201220413035334,0.5924981133131457,0.0005666893611144398,5.753921776417569e-17,0.08871480851244481,0.8513961373112104,0.9904613963251736,0.24846533796562117,0.05613512348930412,0.015232236202156267,0.006376504203751352,0.29792412641291843
3,2.1355965593743954e-05,0.48042908608104495,0.2069581687129112,0.033943622987370727,0.7736341120885044,0.18141367017791477,0.23565037784825885,0.14853562876936427,0.11858853598947973,0.05846690972413423,0.03969437293673487,0.763442860838687,0.01807168540749297,0.17535891817511165,0.8678034532684898,0.4112144549840766,0.1934643671537265,0.09785420516219166,0.014304644712441283,0.0131436339331283,0.4605181927614368,0.0007147720018746152,8.508339795470245e-19,0.18289315701434652,0.9303811221531406,0.7083631128198418,0.4057822007932602,0.09140148630912644,0.009957728458614881,0.013405396848560895,0.4563889456282513
4,4.7356664423094734e-05,0.26970396387844275,0.011944969402425365,0.06482293760618457,0.8530086162049317,0.20174309631693874,0.3390573995968402,0.2586444978730558,0.009251623828366763,0.587982734265621,0.012722807729487504,0.0652385710033891,0.00592331941449821,0.003681562456732773,0.686199759802459,0.012840925832641622,0.004126287746047502,0.04122226791496905,0.02202841607348788,0.022596126232676338,0.480834379946841,0.001665108385580145,8.890671445999267e-19,0.004947264287607953,0.667943114890263,0.8413888933300713,0.5267219007571547,0.16396517294138827,0.024066879626547386,0.004030063175324269,0.5087157382508647
5,0.0002279277990613791,0.17901383829589737,0.02523882659423004,0.1147113753584355,0.8722176621422406,0.2840348737904645,0.438580890857153,0.34644190062874936,0.014930152273204617,0.6335531370623012,0.026371154632009484,0.05034752288731594,0.0031042157758801613,0.004841003212569648,0.8035739911087065,0.016325639261456568,0.007028234970956506,0.06854147831837105,0.025203042164635023,0.0370021404882574,0.5218164511349175,0.0018630573283023712,5.891348521332747e-18,0.0065409173788647116,0.7957734540508882,0.8812641817877851,0.672833089150203,0.1758717658590082,0.028979092407639455,0.008178724101820831,0.6458915487156209
6,0.05320801003475626,0.308281127791261,0.047446585740575795,0.18255625715912321,0.8641255186121,0.3066480382225904,0.5397139963227517,0.38445540821285995,0.028138573240982113,0.55693553578316,0.05236477628057031,0.057182169217224715,0.006138691202247712,0.008936902944227734,0.2857947211800322,0.00011217589751187182,0.014002328507827238,0.10956123870129701,0.004334289166983411,0.05623040131819364,0.6699058787844812,0.00308068474295925,1.0995741072238099e-17,0.013153789284244098,0.6588747270045436,0.8423888280287138,0.42163477858306975,0.24652474550010942,0.03335514367210595,0.01544913585881111,0.6976207445885867
7,0.0857898459705498,0.18140588849209513,0.03416899516891205,0.17657221492848194,0.8399025256634215,0.40590923586060756,0.6465495646763051,0.2845163338779712,0.0449854100561231,0.3987824908653862,0.040051011788793084,0.09167358360440993,0.009784690274535796,0.012569526963169965,0.40173277860901285,0.00024148674519510583,0.013888199477831082,0.21427463206510944,0.010169809134512342,0.09215582664094515,0.6492561740806326,0.004629226428411807,4.4304947196308276e-17,0.020467254053488596,0.6927233394654695,0.5168537751287766,0.5383908398576871,0.22576800077085163,0.05644498834214687,0.02657137280145472,0.7295377978068263
8,0.1983486630707016,0.14893806661199813,0.006076209991775556,0.2937181362569193,0.8659388337931724,0.4715277557988973,0.4415367620302474,0.3831922569172598,0.0452148685600688,0.261110177646633,0.05844306507964855,0.13483889420519754,0.0028873342845859512,0.012059875654716182,0.20676071995536552,0.0011453031686502319,0.02574576202005655,0.22284198727226884,0.022482968288999875,0.13423731861250313,0.6841178700722402,0.00864768799734181,2.812263475021275e-17,0.002027651388314514,0.8193184784944529,0.3933364064531718,0.6208814887198532,0.3063610489611389,0.08842347763751475,0.03665651987495568,0.8101716525217155
9,0.15664536106179974,0.030578383909265355,0.007663450456103443,0.20036347412662453,0.8919256194728964,0.544310241568702,0.29584112205119883,0.43270820442686553,0.033863497324526794,0.1976564566849169,0.07274567839573658,0.05973542246272041,0.002604308267078574,0.007015072802798251,0.173951890776294,0.0017946733405552154,0.02788730167547042,0.20012689526324015,0.04992488773306624,0.18460384976810862,0.7614787477142965,0.01696591084149623,9.93507766015043e-17,0.0027065969090280108,0.7985332549366816,0.37779999732398706,0.7093290032691075,0.3061560848879686,0.11267351149698547,0.04598329172801847,0.8609443570418164
10,0.15799122563083973,0.13756486486535568,0.013911862821405947,0.24890107195737302,0.8176133401574761,0.6012056994167294,0.3543422661503434,0.5329848974742777,0.05556921396043515,0.23676571572739774,0.08021355693430221,0.02862560266898324,0.0063439143197973015,0.003605061912756093,0.17437091987129366,0.003095599982565426,0.04099706012003745,0.24753470128409938,0.05145299744686227,0.2330628888232315,0.5122728188981533,0.02685299407155589,2.8461897882168533e-16,0.002549402906552477,0.8564665110926142,0.2804798121014654,0.6445048008752414,0.23702590021965841,0.13145357513594977,0.07034617830319177,0.8737879282371221
