TIMESTAMP,FLEX_OPEN_PRICE_USD,FLEX_HIGH_PRICE_USD,FLEX_LOW_PRICE_USD,FLEX_CLOSE_PRICE_USD,FLEX_VOLUME_USD,FLEX_DIVIDENDS_USD,FLEX_STOCK_SPLITS_USD
2020-02-24 00:00:00+00:00,0.260206013917923,0.269430011510849,0.2493949979543686,0.2593649923801422,154277,0.0,0.0
2020-02-25 00:00:00+00:00,0.2593570053577423,0.26764199137687683,0.2500219941139221,0.2598409950733185,2068288,0.0,0.0
2020-02-26 00:00:00+00:00,0.2578589916229248,0.25937598943710327,0.22177399694919586,0.24923500418663025,1527916,0.0,0.0
2020-02-27 00:00:00+00:00,0.24936099350452423,0.26200100779533386,0.24097399413585663,0.24860699474811554,2990127,0.0,0.0
2020-02-28 00:00:00+00:00,0.24871200323104858,0.25343799591064453,0.22574099898338318,0.24801699817180634,14522,0.0,0.0
2020-02-29 00:00:00+00:00,0.2477550059556961,0.2565009891986847,0.22407299280166626,0.22462500631809235,11683,0.0,0.0
2020-03-01 00:00:00+00:00,0.22454799711704254,0.22831900417804718,0.21776600182056427,0.21834899485111237,2417,0.0,0.0
2020-03-02 00:00:00+00:00,0.21845600008964539,0.2297459989786148,0.21806700527668,0.22175200283527374,5083,0.0,0.0
2020-03-03 00:00:00+00:00,0.22166499495506287,0.24460099637508392,0.2204049974679947,0.2314620018005371,9434,0.0,0.0
2020-03-04 00:00:00+00:00,0.23138099908828735,0.2461490035057068,0.231223002076149,0.245060995221138,8011,0.0,0.0
2020-03-05 00:00:00+00:00,0.24510900676250458,0.2522140145301819,0.23846900463104248,0.2410230040550232,1658,0.0,0.0
2020-03-06 00:00:00+00:00,0.2409750074148178,0.2550260126590729,0.23607699573040009,0.2399439960718155,7828,0.0,0.0
2020-03-07 00:00:00+00:00,0.2398270070552826,0.25441300868988037,0.23821499943733215,0.2382960021495819,4931,0.0,0.0
2020-03-08 00:00:00+00:00,0.2382960021495819,0.24938400089740753,0.20019899308681488,0.23931099474430084,45994,0.0,0.0
2020-03-09 00:00:00+00:00,0.23925399780273438,0.270581990480423,0.22021399438381195,0.2695859968662262,21836,0.0,0.0
