TIMESTAMP,AITHER_OPEN_PRICE_USD,AITHER_HIGH_PRICE_USD,AITHER_LOW_PRICE_USD,AITHER_CLOSE_PRICE_USD,AITHER_VOLUME_USD,AITHER_DIVIDENDS_USD,AITHER_STOCK_SPLITS_USD
2025-03-01 00:00:00+00:00,0.0015650000423192978,0.001636000000871718,0.001505000051110983,0.001505000051110983,4845,0.0,0.0
2025-03-02 00:00:00+00:00,0.001505000051110983,0.0017000000225380063,0.001505000051110983,0.0017000000225380063,2329,0.0,0.0
2025-03-03 00:00:00+00:00,0.0017000000225380063,0.0017000000225380063,0.0013070000568404794,0.0013070000568404794,6621,0.0,0.0
2025-03-04 00:00:00+00:00,0.0013070000568404794,0.001307999948039651,0.0010920000495389104,0.0011609999928623438,0,0.0,0.0
2025-03-05 00:00:00+00:00,0.0011609999928623438,0.0011609999928623438,0.001025000005029142,0.0010349999647587538,0,0.0,0.0
2025-03-06 00:00:00+00:00,0.0010349999647587538,0.0010930000571534038,0.0009480000007897615,0.0009480000007897615,5814,0.0,0.0
2025-03-07 00:00:00+00:00,0.0009480000007897615,0.0009490000084042549,0.0008859999943524599,0.0008859999943524599,0,0.0,0.0
2025-03-08 00:00:00+00:00,0.0008859999943524599,0.001028000027872622,0.0007910000276751816,0.0007910000276751816,0,0.0,0.0
2025-03-09 00:00:00+00:00,0.0007910000276751816,0.0007910000276751816,0.0006099999882280827,0.0006099999882280827,0,0.0,0.0
2025-03-10 00:00:00+00:00,0.0006099999882280827,0.0006580000044777989,0.0005489999894052744,0.0005489999894052744,0,0.0,0.0
2025-03-11 00:00:00+00:00,0.0005489999894052744,0.0005520000122487545,0.0005150000215508044,0.0005339999916031957,1569,0.0,0.0
2025-03-12 00:00:00+00:00,0.0005339999916031957,0.0005339999916031957,0.0003600000054575503,0.00040499999886378646,0,0.0,0.0
2025-03-13 00:00:00+00:00,0.00040499999886378646,0.00040600000647827983,0.00040099999750964344,0.00040099999750964344,0,0.0,0.0
2025-03-14 00:00:00+00:00,0.00040099999750964344,0.0004180000105407089,0.00029399999766610563,0.000295000005280599,0,0.0,0.0
2025-03-15 00:00:00+00:00,0.000295000005280599,0.00030399998649954796,0.0002280000044265762,0.00023200000578071922,0,0.0,0.0
2025-03-16 00:00:00+00:00,0.00023200000578071922,0.00025099999038502574,0.0001720000000204891,0.0001720000000204891,0,0.0,0.0
2025-03-17 00:00:00+00:00,0.0001720000000204891,0.00018899999849963933,0.00012399999832268804,0.00012399999832268804,6842,0.0,0.0
