TIMESTAMP,MARI_CLOSE_PRICE_USD,MARI_OPEN_PRICE_USD,MARI_HIGH_PRICE_USD,MARI_LOW_PRICE_USD
2018-05-09,0.048268,0.048201,0.051333,0.047414
2018-05-10,0.045905,0.048276,0.048487,0.045826
2018-05-11,0.043179,0.045865,0.047757,0.042683
2018-05-12,0.043148,0.043282,0.044214,0.04134
2018-05-13,0.043895,0.043202,0.044201,0.04214
2018-05-14,0.046195,0.043897,0.04631,0.042051
2018-05-15,0.047452,0.046192,0.04753,0.044051
2018-05-16,0.049129,0.047452,0.049901,0.045422
2018-05-17,0.049606,0.049172,0.050608,0.047926
2018-05-18,0.049022,0.049542,0.050665,0.047032
2018-05-19,0.048327,0.049022,0.051139,0.047948
2018-05-20,0.047985,0.048275,0.048408,0.046776
2018-05-21,0.051422,0.047983,0.053252,0.047501
2018-05-22,0.044847,0.051417,0.052643,0.044676
2018-05-23,0.040586,0.044832,0.04507,0.03802
2018-05-24,0.036312,0.040556,0.041706,0.036151
2018-05-25,0.035164,0.036327,0.03686,0.034697
2018-05-26,0.034915,0.035158,0.036436,0.03467
2018-05-27,0.031524,0.034923,0.035162,0.031403
2018-05-28,0.030174,0.031524,0.035192,0.030091
2018-05-29,0.034039,0.030193,0.034802,0.023506
2018-05-30,0.032561,0.034042,0.037608,0.032375
2018-05-31,0.029534,0.032561,0.033261,0.029507
2018-06-01,0.031701,0.029532,0.032117,0.028964
2018-06-02,0.030208,0.031727,0.032463,0.030208
2018-06-03,0.025894,0.030186,0.030342,0.025546
2018-06-04,0.025407,0.025855,0.030775,0.025208
2018-06-05,0.025799,0.025388,0.026007,0.025031
2018-06-06,0.026826,0.025821,0.026934,0.025667
2018-06-07,0.029333,0.026827,0.031014,0.02682
2018-06-08,0.026843,0.029321,0.029362,0.026382
2018-06-09,0.034371,0.026844,0.036634,0.026844
2018-06-10,0.030915,0.034381,0.035143,0.030822
2018-06-11,0.029213,0.03095,0.031158,0.025788
2018-06-12,0.032908,0.029199,0.040492,0.028541
2018-06-13,0.031017,0.032916,0.033508,0.027391
2018-06-14,0.030262,0.031035,0.032109,0.02826
2018-06-15,0.032069,0.03032,0.033038,0.028684
2018-06-16,0.028927,0.032084,0.03263,0.027631
2018-06-17,0.032608,0.028932,0.033488,0.028932
2018-06-18,0.033412,0.032634,0.033827,0.029646
2018-06-19,0.03333,0.033423,0.03352,0.029324
2018-06-20,0.032416,0.033292,0.033329,0.031126
2018-06-21,0.031251,0.032414,0.032801,0.031125
2018-06-22,0.027977,0.031253,0.031331,0.027131
2018-06-23,0.028022,0.027977,0.028912,0.027407
2018-06-24,0.027144,0.028059,0.028616,0.025896
2018-06-25,0.029796,0.027135,0.035753,0.026999
2018-06-26,0.030335,0.029816,0.031191,0.029681
2018-06-27,0.026157,0.03024,0.030813,0.026052
2018-06-28,0.026218,0.02616,0.027012,0.024939
2018-06-29,0.029954,0.026176,0.030267,0.026013
2018-06-30,0.030616,0.02993,0.032413,0.02993
2018-07-01,0.02978,0.030615,0.030856,0.029565
2018-07-02,0.031929,0.029777,0.032203,0.0
2018-07-03,0.030062,0.031936,0.032181,0.000399
2018-07-04,0.029161,0.030123,0.030689,0.028795
2018-07-05,0.028188,0.029161,0.030004,0.026714
2018-07-06,0.02799,0.02815,0.028319,0.027289
2018-07-07,0.028366,0.027993,0.028636,0.027318
2018-07-08,0.028375,0.028366,0.028666,0.028263
2018-07-09,0.027939,0.028359,0.028508,0.027839
2018-07-10,0.026054,0.02793,0.028023,0.025968
2018-07-11,0.026468,0.026064,0.026474,0.026009
2018-07-12,0.025642,0.02645,0.02645,0.024781
2018-07-13,0.024165,0.025658,0.025872,0.022377
2018-07-14,0.021688,0.024163,0.024386,0.021688
2018-07-15,0.02288,0.021688,0.023618,0.02028
2018-07-16,0.022499,0.022881,0.023746,0.022226
2018-07-17,0.024449,0.022418,0.026206,0.022393
2018-07-18,0.02313,0.024451,0.024574,0.023055
2018-07-19,0.023355,0.023168,0.023613,0.022815
2018-07-20,0.022694,0.023355,0.023811,0.022531
2018-07-21,0.02184,0.022696,0.023124,0.02184
2018-07-22,0.022796,0.02184,0.027357,0.021208
2018-07-23,0.025918,0.02278,0.027093,0.021927
2018-07-24,0.025197,0.025935,0.0269,0.023714
2018-07-25,0.024492,0.025077,0.028673,0.023147
2018-07-26,0.023129,0.024515,0.026849,0.023129
2018-07-27,0.0235,0.023377,0.023624,0.023253
2018-07-28,0.023665,0.0235,0.023707,0.0235
2018-07-29,0.0252,0.023665,0.028242,0.023459
2018-07-30,0.025045,0.0252,0.025203,0.022903
2018-07-31,0.023313,0.02506,0.02506,0.023125
2018-08-01,0.022487,0.023308,0.023451,0.022223
2018-08-02,0.020044,0.022478,0.022677,0.019086
2018-08-03,0.021136,0.020022,0.022688,0.019253
2018-08-04,0.019406,0.021147,0.021342,0.019324
2018-08-05,0.019093,0.019427,0.019709,0.017602
2018-08-06,0.017761,0.01907,0.019323,0.017595
2018-08-07,0.016896,0.017777,0.019957,0.016866
2018-08-08,0.015789,0.016886,0.016886,0.015424
2018-08-09,0.013091,0.015789,0.016653,0.012646
2018-08-10,0.014376,0.013155,0.017389,0.013155
2018-08-11,0.014003,0.014383,0.016758,0.013974
2018-08-12,0.01509,0.014016,0.015448,0.013893
2018-08-13,0.013535,0.015081,0.01523,0.013012
2018-08-14,0.011042,0.013518,0.013764,0.010044
2018-08-15,0.009186,0.011047,0.011346,0.008977
2018-08-16,0.009941,0.009176,0.011292,0.009069
2018-08-17,0.009653,0.009931,0.010278,0.009041
2018-08-18,0.009458,0.009645,0.009684,0.009048
2018-08-19,0.010117,0.009459,0.010202,0.009109
2018-08-20,0.009633,0.010114,0.010178,0.008856
2018-08-21,0.011403,0.009628,0.013097,0.009625
2018-08-22,0.012869,0.011406,0.014216,0.011233
2018-08-23,0.011259,0.012882,0.013057,0.011203
2018-08-24,0.011146,0.011268,0.011489,0.011141
2018-08-25,0.010277,0.011149,0.011207,0.01019
2018-08-26,0.009627,0.010268,0.010307,0.009552
2018-08-27,0.010182,0.009613,0.010877,0.009569
2018-08-28,0.012493,0.010193,0.012559,0.010136
2018-08-29,0.011486,0.012496,0.01258,0.010843
2018-08-30,0.01175,0.011472,0.011861,0.011435
2018-08-31,0.01184,0.011737,0.011936,0.011644
2018-09-01,0.0113,0.01184,0.012145,0.011077
2018-09-02,0.014216,0.0113,0.017951,0.011205
2018-09-03,0.016067,0.014216,0.016136,0.013061
2018-09-04,0.015307,0.016057,0.016355,0.014795
2018-09-05,0.013844,0.015307,0.017849,0.013836
2018-09-06,0.01267,0.013844,0.013878,0.012532
2018-09-07,0.011944,0.012674,0.013116,0.010316
2018-09-08,0.011504,0.011944,0.011998,0.010794
2018-09-09,0.014663,0.011504,0.014848,0.011204
2018-09-10,0.013026,0.014675,0.014801,0.012973
2018-09-11,0.012611,0.013058,0.01349,0.012391
2018-09-12,0.012705,0.012616,0.012749,0.012437
2018-09-13,0.012239,0.012705,0.012878,0.012023
2018-09-14,0.012131,0.012239,0.012448,0.011743
2018-09-15,0.011932,0.012118,0.01229,0.011817
2018-09-16,0.012315,0.011922,0.01256,0.011676
2018-09-17,0.011384,0.012087,0.012518,0.011308
2018-09-18,0.010719,0.011384,0.011393,0.010329
2018-09-19,0.010994,0.010719,0.011126,0.010516
2018-09-20,0.011083,0.010997,0.011125,0.010593
2018-09-21,0.012698,0.011083,0.012698,0.010454
2018-09-22,0.011969,0.01268,0.013443,0.011857
2018-09-23,0.01359,0.011967,0.014541,0.011829
2018-09-24,0.012347,0.013588,0.013645,0.012067
2018-09-25,0.01213,0.012347,0.012347,0.011833
2018-09-26,0.009241,0.012146,0.01217,0.008979
2018-09-27,0.012274,0.009241,0.012378,0.009199
2018-09-28,0.012507,0.012287,0.012643,0.012038
2018-09-29,0.012615,0.012507,0.012661,0.012221
2018-09-30,0.012477,0.012615,0.012681,0.012052
2018-10-01,0.012971,0.012477,0.014595,0.011779
2018-10-02,0.013926,0.012975,0.015492,0.012632
2018-10-03,0.013136,0.013907,0.014132,0.012412
2018-10-04,0.012798,0.013144,0.013608,0.012667
2018-10-05,0.012492,0.012667,0.012727,0.012177
2018-10-06,0.011865,0.012492,0.012499,0.01185
2018-10-07,0.012179,0.011865,0.012285,0.011865
2018-10-08,0.012279,0.012179,0.012487,0.0119
2018-10-09,0.012127,0.012279,0.013728,0.01206
2018-10-10,0.012498,0.012093,0.013097,0.011786
2018-10-11,0.012323,0.012498,0.012524,0.011542
2018-10-12,0.011996,0.012316,0.012601,0.01194
2018-10-13,0.012526,0.011989,0.012635,0.011929
2018-10-14,0.012413,0.012526,0.012709,0.012367
2018-10-15,0.012945,0.012417,0.014621,0.012348
2018-10-16,0.013313,0.012945,0.013332,0.012659
2018-10-17,0.013133,0.013306,0.01338,0.012594
2018-10-18,0.012532,0.013135,0.013285,0.012446
2018-10-19,0.012695,0.012532,0.012889,0.012437
2018-10-20,0.012644,0.012696,0.01293,0.012522
2018-10-21,0.012451,0.012647,0.012977,0.012451
2018-10-22,0.012445,0.012457,0.012986,0.012418
2018-10-23,0.012412,0.012445,0.012477,0.012379
2018-10-24,0.01242,0.012412,0.01255,0.012399
2018-10-25,0.012371,0.01242,0.012603,0.012371
2018-10-26,0.012475,0.012371,0.012496,0.012345
2018-10-27,0.012318,0.012475,0.012518,0.012286
2018-10-28,0.012299,0.012318,0.012402,0.012235
2018-10-29,0.011705,0.012299,0.012319,0.011697
2018-10-30,0.011774,0.011705,0.012099,0.01138
2018-10-31,0.011813,0.011774,0.0119,0.011626
2018-11-01,0.011648,0.011813,0.011883,0.011584
2018-11-02,0.011569,0.011648,0.012034,0.011414
2018-11-03,0.011275,0.011569,0.011578,0.011239
2018-11-04,0.012225,0.011275,0.012433,0.011226
2018-11-05,0.011776,0.012225,0.012297,0.011776
2018-11-06,0.012444,0.011808,0.012444,0.011808
2018-11-07,0.012587,0.012444,0.012814,0.012213
2018-11-08,0.012473,0.012587,0.012587,0.012289
2018-11-09,0.012359,0.012473,0.012564,0.011969
2018-11-10,0.012348,0.012359,0.01243,0.012348
2018-11-11,0.01208,0.012348,0.012518,0.011972
2018-11-12,0.01457,0.012061,0.014578,0.012034
2018-11-13,0.012767,0.01457,0.01457,0.012683
2018-11-14,0.011622,0.012756,0.012765,0.011379
2018-11-15,0.011733,0.011697,0.011769,0.010393
2018-11-16,0.011406,0.011704,0.011811,0.010939
2018-11-17,0.011253,0.011406,0.011422,0.010216
2018-11-18,0.010668,0.011253,0.011417,0.010649
2018-11-19,0.008592,0.010668,0.010668,0.008021
2018-11-20,0.007778,0.008592,0.008705,0.007271
2018-11-21,0.007521,0.007797,0.007902,0.007197
2018-11-22,0.00751,0.007511,0.00781,0.007128
2018-11-23,0.007563,0.007469,0.007652,0.006988
2018-11-24,0.006721,0.007563,0.007721,0.006557
2018-11-25,0.006588,0.006761,0.006866,0.006139
2018-11-26,0.006807,0.006563,0.007043,0.006449
2018-11-27,0.00672,0.006807,0.006839,0.006271
2018-11-28,0.00745,0.00672,0.007665,0.00672
2018-11-29,0.007459,0.00745,0.00773,0.007236
2018-11-30,0.007652,0.007479,0.007767,0.006889
2018-12-01,0.00804,0.007652,0.008222,0.007541
2018-12-02,0.007883,0.00804,0.008249,0.007821
2018-12-03,0.007396,0.007908,0.007918,0.007277
2018-12-04,0.007546,0.007388,0.007833,0.007219
2018-12-05,0.007119,0.007556,0.007575,0.00709
2018-12-06,0.006691,0.007126,0.007401,0.006645
2018-12-07,0.006537,0.006673,0.006804,0.006205
2018-12-08,0.006626,0.006539,0.006911,0.006269
2018-12-09,0.00689,0.006626,0.007139,0.006557
2018-12-10,0.006662,0.006883,0.006992,0.006569
2018-12-11,0.006499,0.006661,0.006709,0.006418
2018-12-12,0.006685,0.006478,0.006814,0.006456
2018-12-13,0.006334,0.006682,0.006697,0.006292
2018-12-14,0.006202,0.00634,0.006401,0.006098
2018-12-15,0.006213,0.006203,0.006274,0.006082
2018-12-16,0.006237,0.006209,0.006384,0.006194
2018-12-17,0.006852,0.006238,0.007001,0.006209
2018-12-18,0.007143,0.006854,0.007178,0.00671
2018-12-19,0.007201,0.007151,0.007634,0.00711
2018-12-20,0.007965,0.007191,0.008119,0.007148
2018-12-21,0.007507,0.00796,0.008105,0.007381
2018-12-22,0.007798,0.007515,0.007837,0.007408
2018-12-23,0.007694,0.007815,0.007957,0.007631
2018-12-24,0.007834,0.007695,0.008286,0.007695
2018-12-25,0.007381,0.007826,0.007847,0.007221
2018-12-26,0.007427,0.007389,0.007541,0.007205
2018-12-27,0.007019,0.007428,0.007488,0.00697
2018-12-28,0.007629,0.007019,0.00772,0.006987
2018-12-29,0.007338,0.007629,0.007726,0.007311
2018-12-30,0.007509,0.007346,0.00754,0.007268
2018-12-31,0.00724,0.007518,0.007528,0.007147
2019-01-01,0.007481,0.007244,0.007524,0.007161
2019-01-02,0.007655,0.0075,0.007697,0.007409
2019-01-03,0.00741,0.007653,0.007664,0.007377
2019-01-04,0.007479,0.007415,0.007533,0.007295
2019-01-05,0.007393,0.007475,0.007587,0.00738
2019-01-06,0.007884,0.007392,0.014786,0.007349
2019-01-07,0.007775,0.007882,0.007932,0.007709
2019-01-08,0.007748,0.007775,0.007953,0.007671
2019-01-09,0.007718,0.00775,0.007864,0.007628
2019-01-10,0.007017,0.007717,0.007817,0.006969
2019-01-11,0.007021,0.007017,0.007122,0.00693
2019-01-12,0.006997,0.007023,0.007057,0.006937
2019-01-13,0.006789,0.006997,0.007029,0.006751
2019-01-14,0.006844,0.006788,0.006859,0.006766
