TIMESTAMP,MOODENG33076_OPEN_PRICE_USD,MOODENG33076_HIGH_PRICE_USD,MOODENG33076_LOW_PRICE_USD,MOODENG33076_CLOSE_PRICE_USD,MOODENG33076_VOLUME_USD,MOODENG33076_DIVIDENDS_USD,MOODENG33076_STOCK_SPLITS_USD
2024-09-19 00:00:00+00:00,3.999999989900971e-06,4.999999873689376e-06,1.9999999949504854e-06,3.000000106112566e-06,2434798,0.0,0.0
2024-09-20 00:00:00+00:00,3.000000106112566e-06,9.999999747378752e-06,1.9999999949504854e-06,9.000000318337698e-06,2198149,0.0,0.0
2024-09-21 00:00:00+00:00,9.000000318337698e-06,3.600000127335079e-05,7.000000096013537e-06,2.8000000384054147e-05,15696036,0.0,0.0
2024-09-22 00:00:00+00:00,2.8000000384054147e-05,3.099999958067201e-05,1.4000000192027073e-05,1.8000000636675395e-05,5971729,0.0,0.0
2024-09-23 00:00:00+00:00,1.8000000636675395e-05,2.5999999706982635e-05,1.4999999621068127e-05,1.5999999959603883e-05,3808140,0.0,0.0
2024-09-24 00:00:00+00:00,1.5999999959603883e-05,3.199999991920777e-05,1.2999999853491317e-05,1.9999999494757503e-05,6053945,0.0,0.0
2024-09-25 00:00:00+00:00,1.9999999494757503e-05,2.5999999706982635e-05,1.700000029813964e-05,1.8999999156221747e-05,2701349,0.0,0.0
2024-09-26 00:00:00+00:00,1.8999999156221747e-05,2.2000000171829015e-05,1.4999999621068127e-05,1.8000000636675395e-05,1822162,0.0,0.0
2024-09-27 00:00:00+00:00,1.8000000636675395e-05,2.2000000171829015e-05,1.4999999621068127e-05,1.8999999156221747e-05,2121170,0.0,0.0
2024-09-28 00:00:00+00:00,1.8999999156221747e-05,1.8999999156221747e-05,1.1000000085914508e-05,1.2999999853491317e-05,1858575,0.0,0.0
2024-09-29 00:00:00+00:00,1.2999999853491317e-05,1.4000000192027073e-05,7.999999979801942e-06,9.000000318337698e-06,1552167,0.0,0.0
2024-09-30 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,7.000000096013537e-06,7.999999979801942e-06,590005,0.0,0.0
2024-10-01 00:00:00+00:00,7.999999979801942e-06,1.1000000085914508e-05,7.000000096013537e-06,9.000000318337698e-06,474119,0.0,0.0
2024-10-02 00:00:00+00:00,9.000000318337698e-06,9.999999747378752e-06,6.000000212225132e-06,7.000000096013537e-06,519015,0.0,0.0
2024-10-03 00:00:00+00:00,7.000000096013537e-06,7.999999979801942e-06,4.999999873689376e-06,6.000000212225132e-06,365639,0.0,0.0
2024-10-04 00:00:00+00:00,6.000000212225132e-06,9.000000318337698e-06,4.999999873689376e-06,7.000000096013537e-06,471136,0.0,0.0
2024-10-05 00:00:00+00:00,7.000000096013537e-06,3.600000127335079e-05,6.000000212225132e-06,2.2000000171829015e-05,10788168,0.0,0.0
2024-10-06 00:00:00+00:00,2.2000000171829015e-05,0.00010599999950500205,1.8999999156221747e-05,8.70000003487803e-05,11246555,0.0,0.0
2024-10-07 00:00:00+00:00,8.70000003487803e-05,0.00026500000967644155,7.500000356230885e-05,0.00017899999511428177,38335625,0.0,0.0
2024-10-08 00:00:00+00:00,0.00017899999511428177,0.00023799999326001853,0.00011999999696854502,0.0001429999974789098,16833332,0.0,0.0
2024-10-09 00:00:00+00:00,0.0001429999974789098,0.00018400000408291817,0.00013000000035390258,0.00013499999477062374,11321023,0.0,0.0
2024-10-10 00:00:00+00:00,0.00013499999477062374,0.00017299999308306724,0.00011800000356743112,0.0001320000010309741,9029322,0.0,0.0
2024-10-11 00:00:00+00:00,0.0001320000010309741,0.00015500000154133886,0.0001049999991664663,0.00013600000238511711,9762569,0.0,0.0
2024-10-12 00:00:00+00:00,0.00013600000238511711,0.00015199999324977398,0.00011000000085914508,0.00011999999696854502,7197786,0.0,0.0
2024-10-13 00:00:00+00:00,0.00011999999696854502,0.00012599999899975955,8.099999831756577e-05,9.300000237999484e-05,13543482,0.0,0.0
2024-10-14 00:00:00+00:00,9.300000237999484e-05,0.00010699999984353781,7.200000254670158e-05,8.499999967170879e-05,9600919,0.0,0.0
2024-10-15 00:00:00+00:00,8.499999967170879e-05,0.00011999999696854502,7.599999662488699e-05,9.500000305706635e-05,7941529,0.0,0.0
2024-10-16 00:00:00+00:00,9.500000305706635e-05,0.00011999999696854502,8.800000068731606e-05,9.899999713525176e-05,5752262,0.0,0.0
2024-10-17 00:00:00+00:00,9.899999713525176e-05,0.00010099999781232327,8.299999899463728e-05,9.7999996796716e-05,5019658,0.0,0.0
2024-10-18 00:00:00+00:00,9.7999996796716e-05,0.00010800000018207356,7.699999696342275e-05,7.899999764049426e-05,5216617,0.0,0.0
2024-10-19 00:00:00+00:00,7.899999764049426e-05,9.000000136438757e-05,7.699999696342275e-05,8.800000068731606e-05,3379134,0.0,0.0
2024-10-20 00:00:00+00:00,8.800000068731606e-05,8.800000068731606e-05,7.300000288523734e-05,7.699999696342275e-05,4062461,0.0,0.0
2024-10-21 00:00:00+00:00,7.699999696342275e-05,7.79999973019585e-05,6.0999998822808266e-05,7.500000356230885e-05,4701922,0.0,0.0
2024-10-22 00:00:00+00:00,7.500000356230885e-05,0.00010399999882793054,7.200000254670158e-05,9.699999645818025e-05,6545558,0.0,0.0
2024-10-23 00:00:00+00:00,9.699999645818025e-05,0.0001320000010309741,8.499999967170879e-05,0.00012199999764561653,6066204,0.0,0.0
2024-10-24 00:00:00+00:00,0.00011700000322889537,0.00011700000322889537,8.399999933317304e-05,8.70000003487803e-05,4916344,0.0,0.0
2024-10-25 00:00:00+00:00,8.70000003487803e-05,0.00012399999832268804,8.099999831756577e-05,9.40000027185306e-05,8569503,0.0,0.0
2024-10-26 00:00:00+00:00,9.40000027185306e-05,0.00010800000018207356,8.600000001024455e-05,9.000000136438757e-05,4033281,0.0,0.0
2024-10-27 00:00:00+00:00,9.000000136438757e-05,0.00010299999848939478,8.499999967170879e-05,8.70000003487803e-05,2854279,0.0,0.0
2024-10-28 00:00:00+00:00,8.70000003487803e-05,9.200000204145908e-05,6.900000153109431e-05,7.599999662488699e-05,3529289,0.0,0.0
