TIMESTAMP,CRMS_OPEN_PRICE_USD,CRMS_HIGH_PRICE_USD,CRMS_LOW_PRICE_USD,CRMS_CLOSE_PRICE_USD,CRMS_VOLUME_USD,CRMS_DIVIDENDS_USD,CRMS_STOCK_SPLITS_USD
2024-04-01 00:00:00+00:00,0.9993559718132019,0.9998210072517395,0.9991009831428528,0.9996209740638733,2736,0.0,0.0
2024-04-02 00:00:00+00:00,0.9996520280838013,1.0001779794692993,0.9988219738006592,0.9995890259742737,2658,0.0,0.0
2024-04-03 00:00:00+00:00,0.9995890259742737,0.9998700022697449,0.9992349743843079,0.999472975730896,955,0.0,0.0
2024-04-04 00:00:00+00:00,0.999472975730896,0.999763011932373,0.9988020062446594,0.9996399879455566,594,0.0,0.0
2024-04-05 00:00:00+00:00,0.9996399879455566,0.9998189806938171,0.9989920258522034,0.9996230006217957,1398,0.0,0.0
2024-04-06 00:00:00+00:00,0.9996230006217957,0.9996449947357178,0.9992129802703857,0.9992129802703857,1579,0.0,0.0
2024-04-07 00:00:00+00:00,0.9992129802703857,0.9995750188827515,0.998989999294281,0.9992949962615967,490,0.0,0.0
2024-04-08 00:00:00+00:00,0.9992949962615967,0.9995480179786682,0.9989029765129089,0.9993460178375244,230,0.0,0.0
2024-04-09 00:00:00+00:00,0.9993460178375244,0.9998990297317505,0.998744010925293,0.9991850256919861,1151,0.0,0.0
2024-04-10 00:00:00+00:00,0.9991850256919861,0.9995110034942627,0.9986000061035156,0.9992730021476746,828,0.0,0.0
2024-04-11 00:00:00+00:00,0.9992730021476746,0.9998490214347839,0.9990090131759644,0.9994000196456909,321,0.0,0.0
2024-04-12 00:00:00+00:00,0.9994000196456909,0.9996650218963623,0.9984539747238159,0.9996560215950012,258,0.0,0.0
2024-04-13 00:00:00+00:00,0.9996560215950012,1.0005970001220703,0.9993060231208801,1.0005970001220703,154,0.0,0.0
2024-04-14 00:00:00+00:00,1.0005970001220703,1.0005970001220703,0.9990400075912476,0.9996219873428345,1078,0.0,0.0
2024-04-15 00:00:00+00:00,0.9996219873428345,1.0002310276031494,0.9996219873428345,0.9996740221977234,74,0.0,0.0
2024-04-16 00:00:00+00:00,0.9996740221977234,0.9999160170555115,0.9993579983711243,0.9995129704475403,125,0.0,0.0
2024-04-17 00:00:00+00:00,0.9996070265769958,0.9999099969863892,0.9991099834442139,0.9991099834442139,384,0.0,0.0
2024-04-18 00:00:00+00:00,0.9991099834442139,0.9998999834060669,0.9991099834442139,0.9997100234031677,225,0.0,0.0
2024-04-19 00:00:00+00:00,0.9997100234031677,1.000067949295044,0.9994829893112183,0.9994860291481018,260,0.0,0.0
2024-04-20 00:00:00+00:00,0.9994860291481018,0.9998999834060669,0.9993029832839966,0.9994530081748962,235,0.0,0.0
2024-04-21 00:00:00+00:00,0.9994530081748962,0.9997460246086121,0.9992730021476746,0.9992750287055969,433,0.0,0.0
2024-04-22 00:00:00+00:00,0.9992750287055969,0.9999399781227112,0.9992750287055969,0.9995489716529846,190,0.0,0.0
2024-04-23 00:00:00+00:00,0.9995489716529846,1.0002559423446655,0.9993659853935242,0.9994310140609741,894,0.0,0.0
2024-04-24 00:00:00+00:00,0.9994310140609741,0.9994310140609741,0.9981229901313782,0.9982659816741943,423,0.0,0.0
2024-04-25 00:00:00+00:00,0.9982659816741943,0.9997379779815674,0.9982659816741943,0.9986259937286377,594,0.0,0.0
2024-04-26 00:00:00+00:00,0.9986259937286377,0.9992669820785522,0.9986259937286377,0.9988390207290649,25,0.0,0.0
2024-04-27 00:00:00+00:00,0.9988390207290649,0.9989460110664368,0.9984269738197327,0.9986640214920044,1242,0.0,0.0
2024-04-28 00:00:00+00:00,0.9986640214920044,0.998869001865387,0.9985160231590271,0.9987300038337708,49,0.0,0.0
2024-04-29 00:00:00+00:00,0.9987300038337708,0.9990910291671753,0.9987300038337708,0.998924970626831,520,0.0,0.0
2024-04-30 00:00:00+00:00,0.998924970626831,0.9991840124130249,0.9981719851493835,0.9981719851493835,12,0.0,0.0
2024-05-01 00:00:00+00:00,0.9981719851493835,0.9982969760894775,0.9977700114250183,0.9980779886245728,37,0.0,0.0
2024-05-02 00:00:00+00:00,0.9980779886245728,0.999343991279602,0.9980779886245728,0.999343991279602,30,0.0,0.0
2024-05-03 00:00:00+00:00,0.999343991279602,0.9998160004615784,0.9990249872207642,0.9997789859771729,165,0.0,0.0
2024-05-04 00:00:00+00:00,0.9997789859771729,0.9997789859771729,0.9992139935493469,0.999297022819519,7,0.0,0.0
2024-05-05 00:00:00+00:00,0.999297022819519,0.9994490146636963,0.9991049766540527,0.9993550181388855,65,0.0,0.0
2024-05-06 00:00:00+00:00,0.9993550181388855,0.9993550181388855,0.9990869760513306,0.9991499781608582,110,0.0,0.0
2024-05-07 00:00:00+00:00,0.9991499781608582,0.9992780089378357,0.998956024646759,0.998956024646759,79,0.0,0.0
2024-05-08 00:00:00+00:00,0.998956024646759,0.9991559982299805,0.9989410042762756,0.9989410042762756,1168,0.0,0.0
2024-05-09 00:00:00+00:00,0.9989410042762756,0.9989410042762756,0.9985629916191101,0.9987769722938538,148,0.0,0.0
2024-05-10 00:00:00+00:00,0.9987769722938538,0.9990410208702087,0.9987769722938538,0.9988589882850647,11,0.0,0.0
2024-05-11 00:00:00+00:00,0.9988589882850647,0.9989659786224365,0.9986569881439209,0.9989230036735535,24,0.0,0.0
2024-05-12 00:00:00+00:00,0.9989230036735535,0.9989230036735535,0.9986680150032043,0.9987099766731262,11,0.0,0.0
2024-05-13 00:00:00+00:00,0.9987099766731262,0.9993709921836853,0.9986209869384766,0.9993709921836853,50,0.0,0.0
2024-05-14 00:00:00+00:00,0.9993709921836853,0.9993709921836853,0.9984660148620605,0.9985120296478271,62,0.0,0.0
2024-05-15 00:00:00+00:00,0.9985120296478271,0.9994760155677795,0.9985120296478271,0.9994029998779297,35,0.0,0.0
2024-05-16 00:00:00+00:00,0.9994029998779297,0.9994029998779297,0.998960018157959,0.998960018157959,374,0.0,0.0
2024-05-17 00:00:00+00:00,0.998960018157959,0.9996340274810791,0.998960018157959,0.9995219707489014,57,0.0,0.0
2024-05-18 00:00:00+00:00,0.9995219707489014,0.9995219707489014,0.9993100166320801,0.9993169903755188,48,0.0,0.0
2024-05-19 00:00:00+00:00,0.9993169903755188,0.9993849992752075,0.9991390109062195,0.9991390109062195,723,0.0,0.0
2024-05-20 00:00:00+00:00,0.9991390109062195,0.9996219873428345,0.9991390109062195,0.9996219873428345,49,0.0,0.0
