TIMESTAMP,BBTC31369_OPEN_PRICE_USD,BBTC31369_HIGH_PRICE_USD,BBTC31369_LOW_PRICE_USD,BBTC31369_CLOSE_PRICE_USD,BBTC31369_VOLUME_USD,BBTC31369_DIVIDENDS_USD,BBTC31369_STOCK_SPLITS_USD
2024-06-26 00:00:00+00:00,61676.97265625,62047.41796875,59697.703125,61180.50390625,66573,0.0,0.0
2024-06-27 00:00:00+00:00,61180.50390625,61939.6015625,60444.74609375,61053.56640625,62307,0.0,0.0
2024-06-28 00:00:00+00:00,61053.56640625,62400.84375,59811.2890625,60592.515625,33943,0.0,0.0
2024-06-29 00:00:00+00:00,60592.515625,61553.453125,60205.31640625,60926.23828125,25758,0.0,0.0
2024-06-30 00:00:00+00:00,60926.23828125,62517.90234375,56024.90234375,62500.3671875,79456,0.0,0.0
2024-07-01 00:00:00+00:00,62500.3671875,63626.89453125,62088.1328125,63147.25390625,15896,0.0,0.0
2024-07-02 00:00:00+00:00,63147.25390625,63331.328125,61348.4609375,61916.0234375,25671,0.0,0.0
2024-07-03 00:00:00+00:00,61916.0234375,61987.87890625,59576.85546875,59712.72265625,28346,0.0,0.0
2024-07-04 00:00:00+00:00,59712.72265625,59712.72265625,56482.0625,57438.16015625,44292,0.0,0.0
2024-07-05 00:00:00+00:00,57438.16015625,57530.0546875,53194.25,56454.85546875,42227,0.0,0.0
2024-07-06 00:00:00+00:00,56454.85546875,58507.25390625,55470.0546875,57766.5234375,81526,0.0,0.0
2024-07-07 00:00:00+00:00,57766.5234375,58895.7578125,55987.06640625,55987.06640625,60919,0.0,0.0
2024-07-08 00:00:00+00:00,55987.06640625,58289.6640625,54392.0078125,56793.7265625,80032,0.0,0.0
2024-07-09 00:00:00+00:00,56793.7265625,58408.1015625,56068.27734375,58192.90625,38773,0.0,0.0
2024-07-10 00:00:00+00:00,58192.90625,59320.37890625,56903.890625,57092.55859375,36758,0.0,0.0
2024-07-11 00:00:00+00:00,57092.55859375,59728.3359375,56423.4296875,56423.4296875,45860,0.0,0.0
2024-07-12 00:00:00+00:00,56423.4296875,58154.69921875,56418.32421875,57961.62890625,19807,0.0,0.0
2024-07-13 00:00:00+00:00,57961.62890625,59597.52734375,57372.78515625,59369.33203125,42553,0.0,0.0
2024-07-14 00:00:00+00:00,59369.33203125,60974.05078125,59139.21875,60689.796875,38206,0.0,0.0
2024-07-15 00:00:00+00:00,60689.796875,64409.296875,60689.796875,64409.296875,52644,0.0,0.0
2024-07-16 00:00:00+00:00,64409.296875,65348.4765625,62105.05078125,64696.80078125,46787,0.0,0.0
2024-07-17 00:00:00+00:00,64696.80078125,66491.1953125,63804.609375,64544.49609375,14132,0.0,0.0
2024-07-18 00:00:00+00:00,64544.49609375,65100.56640625,62947.03515625,63536.91015625,38808,0.0,0.0
2024-07-19 00:00:00+00:00,63536.91015625,67519.6015625,62921.66015625,67075.0703125,24171,0.0,0.0
2024-07-20 00:00:00+00:00,67075.0703125,67248.2890625,65896.859375,66818.7890625,54057,0.0,0.0
2024-07-21 00:00:00+00:00,66818.7890625,68288.9296875,65342.8359375,67575.0234375,79484,0.0,0.0
2024-07-22 00:00:00+00:00,67575.0234375,68851.8125,65852.4453125,67224.609375,37889,0.0,0.0
2024-07-23 00:00:00+00:00,67224.609375,67944.0625,64379.72265625,65365.91015625,30695,0.0,0.0
2024-07-24 00:00:00+00:00,65365.91015625,67127.9609375,64422.3515625,64850.59765625,20198,0.0,0.0
2024-07-25 00:00:00+00:00,64850.59765625,65955.5234375,62887.3984375,65676.3828125,26284,0.0,0.0
2024-07-26 00:00:00+00:00,65676.3828125,67999.5859375,65676.3828125,67585.0078125,12591,0.0,0.0
2024-07-27 00:00:00+00:00,67585.0078125,69250.8359375,66605.109375,68099.359375,39106,0.0,0.0
2024-07-28 00:00:00+00:00,68099.359375,68560.1875,66774.9453125,68404.53125,21435,0.0,0.0
2024-07-29 00:00:00+00:00,68404.53125,70209.4375,66881.125,67330.4765625,19196,0.0,0.0
2024-07-30 00:00:00+00:00,67330.4765625,67870.171875,65068.83203125,66140.515625,18385,0.0,0.0
2024-07-31 00:00:00+00:00,66140.515625,67216.8125,64285.41015625,64422.234375,33191,0.0,0.0
2024-08-01 00:00:00+00:00,64422.234375,65701.234375,62106.83984375,65572.4921875,48241,0.0,0.0
2024-08-02 00:00:00+00:00,65572.4921875,67498.3125,61009.19921875,61224.12890625,48821,0.0,0.0
2024-08-03 00:00:00+00:00,61224.12890625,62515.09765625,59891.08984375,60694.3359375,38249,0.0,0.0
2024-08-04 00:00:00+00:00,60694.3359375,61969.87890625,57254.859375,58050.0859375,46419,0.0,0.0
2024-08-05 00:00:00+00:00,58050.0859375,58050.0859375,48566.45703125,55278.54296875,68747,0.0,0.0
2024-08-06 00:00:00+00:00,55278.54296875,57197.54296875,54728.390625,55751.6328125,29040,0.0,0.0
2024-08-07 00:00:00+00:00,55751.6328125,57428.00390625,54362.76171875,54362.76171875,20463,0.0,0.0
2024-08-08 00:00:00+00:00,54362.76171875,62537.48828125,54362.76171875,62241.1953125,31275,0.0,0.0
2024-08-09 00:00:00+00:00,62241.1953125,62241.1953125,59223.69921875,60273.64453125,9135,0.0,0.0
2024-08-10 00:00:00+00:00,60273.64453125,61249.6484375,59935.86328125,61249.6484375,5418,0.0,0.0
2024-08-11 00:00:00+00:00,61249.6484375,61797.64453125,58271.11328125,58271.11328125,22703,0.0,0.0
2024-08-12 00:00:00+00:00,58271.11328125,60871.6796875,57617.87109375,59241.21875,27259,0.0,0.0
2024-08-13 00:00:00+00:00,59241.21875,61348.7421875,58388.078125,61110.69140625,14996,0.0,0.0
2024-08-14 00:00:00+00:00,61110.69140625,61908.625,58536.08203125,59287.359375,27857,0.0,0.0
2024-08-15 00:00:00+00:00,59287.359375,59661.0,56382.35546875,57224.66015625,30754,0.0,0.0
2024-08-16 00:00:00+00:00,57595.296875,60000.76953125,56704.09765625,59324.31640625,31387,0.0,0.0
2024-08-17 00:00:00+00:00,59324.31640625,61268.1484375,58432.56640625,58802.0625,101837,0.0,0.0
2024-08-18 00:00:00+00:00,58802.0625,61051.15234375,58779.15234375,59914.2890625,31521,0.0,0.0
2024-08-19 00:00:00+00:00,59914.2890625,59914.2890625,57446.765625,59158.86328125,13439,0.0,0.0
2024-08-20 00:00:00+00:00,59158.86328125,61164.0078125,58429.78125,59185.3203125,23242,0.0,0.0
2024-08-21 00:00:00+00:00,59185.3203125,61949.68359375,58138.83984375,61156.89453125,15513,0.0,0.0
2024-08-22 00:00:00+00:00,61156.89453125,61438.18359375,60510.63671875,60762.34765625,14818,0.0,0.0
2024-08-23 00:00:00+00:00,60762.34765625,65923.5078125,60206.375,64542.06640625,23116,0.0,0.0
2024-08-24 00:00:00+00:00,64542.06640625,65104.59375,63410.37890625,63540.3046875,19602,0.0,0.0
2024-08-25 00:00:00+00:00,63540.3046875,64640.8203125,62879.3671875,63578.17578125,23372,0.0,0.0
2024-08-26 00:00:00+00:00,63578.17578125,63828.09765625,61392.75,62363.515625,16656,0.0,0.0
2024-08-27 00:00:00+00:00,62363.515625,63438.93359375,57045.41015625,58072.48828125,22481,0.0,0.0
2024-08-28 00:00:00+00:00,58072.48828125,60126.5078125,57764.62890625,59311.11328125,28680,0.0,0.0
2024-08-29 00:00:00+00:00,59311.11328125,61389.33203125,58745.50390625,59037.828125,20600,0.0,0.0
2024-08-30 00:00:00+00:00,59037.828125,60247.32421875,57773.3984375,59395.2734375,26232,0.0,0.0
2024-08-31 00:00:00+00:00,59395.2734375,59725.65234375,58381.9140625,59203.828125,18256,0.0,0.0
2024-09-01 00:00:00+00:00,59203.828125,59203.828125,56808.7265625,56877.5234375,33525,0.0,0.0
2024-09-02 00:00:00+00:00,56877.5234375,59468.03515625,56871.3828125,59457.1875,21793,0.0,0.0
