TIMESTAMP,ZUZALU_OPEN_PRICE_USD,ZUZALU_HIGH_PRICE_USD,ZUZALU_LOW_PRICE_USD,ZUZALU_CLOSE_PRICE_USD,ZUZALU_VOLUME_USD,ZUZALU_DIVIDENDS_USD,ZUZALU_STOCK_SPLITS_USD
2024-02-06 00:00:00+00:00,0.003722999943420291,0.003938000183552504,0.0034719998948276043,0.003481999970972538,1554572,0.0,0.0
2024-02-07 00:00:00+00:00,0.003481999970972538,0.003582000033929944,0.0031709999311715364,0.003295999951660633,1468089,0.0,0.0
2024-02-08 00:00:00+00:00,0.0032999999821186066,0.003444999922066927,0.0028860000893473625,0.0030819999519735575,1806882,0.0,0.0
2024-02-09 00:00:00+00:00,0.003082999959588051,0.0031419999431818724,0.00240899994969368,0.002552000107243657,1914724,0.0,0.0
2024-02-10 00:00:00+00:00,0.002552000107243657,0.0029120000544935465,0.002471999963745475,0.002810999983921647,1827061,0.0,0.0
2024-02-11 00:00:00+00:00,0.002810999983921647,0.003091000020503998,0.0026859999634325504,0.002919000107795,1487979,0.0,0.0
2024-02-12 00:00:00+00:00,0.0029200001154094934,0.003333000000566244,0.002767000114545226,0.0029810001142323017,1751373,0.0,0.0
2024-02-13 00:00:00+00:00,0.0029810001142323017,0.003123000031337142,0.0027179999742656946,0.002767999889329076,1876127,0.0,0.0
2024-02-14 00:00:00+00:00,0.002767999889329076,0.0038660001009702682,0.002718999981880188,0.0038660001009702682,2447420,0.0,0.0
2024-02-15 00:00:00+00:00,0.0038660001009702682,0.004222000017762184,0.003155000042170286,0.003157000057399273,2012418,0.0,0.0
2024-02-16 00:00:00+00:00,0.003157000057399273,0.0035039999056607485,0.002968000015243888,0.003046999918296933,2103999,0.0,0.0
2024-02-17 00:00:00+00:00,0.00304599991068244,0.003720999928191304,0.0030010000336915255,0.003166999900713563,1614383,0.0,0.0
2024-02-18 00:00:00+00:00,0.003166999900713563,0.003298999974504113,0.003025999991223216,0.003234999952837825,1583883,0.0,0.0
2024-02-19 00:00:00+00:00,0.003234999952837825,0.0032629999332129955,0.003011999884620309,0.003092000028118491,1618332,0.0,0.0
2024-02-20 00:00:00+00:00,0.003092000028118491,0.0031840000301599503,0.0028490000404417515,0.0029670000076293945,1938683,0.0,0.0
2024-02-21 00:00:00+00:00,0.0029670000076293945,0.0030090000946074724,0.0025839998852461576,0.0028389999642968178,2254571,0.0,0.0
