TIMESTAMP,PRTG_OPEN_PRICE_USD,PRTG_HIGH_PRICE_USD,PRTG_LOW_PRICE_USD,PRTG_CLOSE_PRICE_USD,PRTG_VOLUME_USD,PRTG_DIVIDENDS_USD,PRTG_STOCK_SPLITS_USD
2022-09-22 00:00:00+00:00,3.880326986312866,4.092048168182373,3.7099950313568115,3.7878708839416504,1930701,0.0,0.0
2022-09-23 00:00:00+00:00,3.7879080772399902,3.7885069847106934,3.5056018829345703,3.729975938796997,1763518,0.0,0.0
2022-09-24 00:00:00+00:00,3.729975938796997,3.7979769706726074,3.610624074935913,3.6784749031066895,1311404,0.0,0.0
2022-09-25 00:00:00+00:00,3.67848801612854,3.689913034439087,3.6100759506225586,3.639493942260742,1635477,0.0,0.0
2022-09-26 00:00:00+00:00,3.639465093612671,3.689141035079956,3.509896993637085,3.57839298248291,1875891,0.0,0.0
2022-09-27 00:00:00+00:00,3.578372001647949,3.5889859199523926,3.50974702835083,3.5498459339141846,1842043,0.0,0.0
2022-09-28 00:00:00+00:00,3.549839973449707,3.5895769596099854,3.4205169677734375,3.489898920059204,1832391,0.0,0.0
2022-09-29 00:00:00+00:00,3.4899699687957764,3.4921209812164307,3.4220330715179443,3.4518439769744873,1749566,0.0,0.0
2022-09-30 00:00:00+00:00,3.4518330097198486,3.4914779663085938,3.410128116607666,3.4789280891418457,1735407,0.0,0.0
2022-10-01 00:00:00+00:00,3.4789719581604004,3.490262031555176,3.418020009994507,3.4503331184387207,1773778,0.0,0.0
2022-10-02 00:00:00+00:00,3.450340986251831,3.490231990814209,3.4111380577087402,3.4213080406188965,1788145,0.0,0.0
2022-10-03 00:00:00+00:00,3.4212958812713623,3.490499973297119,3.4111099243164062,3.4214189052581787,1411216,0.0,0.0
2022-10-04 00:00:00+00:00,3.4214279651641846,3.490170955657959,3.319382905960083,3.339319944381714,1689102,0.0,0.0
2022-10-05 00:00:00+00:00,3.3393170833587646,3.388317108154297,3.221575975418091,3.2508559226989746,1736951,0.0,0.0
2022-10-06 00:00:00+00:00,3.2508440017700195,3.290256977081299,3.2015819549560547,3.289289951324463,1571030,0.0,0.0
2022-10-07 00:00:00+00:00,3.2892398834228516,3.2897489070892334,2.9094529151916504,2.9784340858459473,1427932,0.0,0.0
2022-10-08 00:00:00+00:00,2.9784419536590576,2.9891340732574463,2.71022891998291,2.7599880695343018,1133268,0.0,0.0
2022-10-09 00:00:00+00:00,2.7599740028381348,2.789642095565796,2.710024118423462,2.788980007171631,1350544,0.0,0.0
2022-10-10 00:00:00+00:00,2.788983106613159,2.789283037185669,2.6191909313201904,2.6881330013275146,1404457,0.0,0.0
2022-10-11 00:00:00+00:00,2.6881070137023926,2.6881120204925537,2.5195391178131104,2.5389490127563477,1321683,0.0,0.0
2022-10-12 00:00:00+00:00,2.5390000343322754,2.587191104888916,2.3202788829803467,2.3203089237213135,1287065,0.0,0.0
2022-10-13 00:00:00+00:00,2.320286989212036,2.389791965484619,2.120408058166504,2.1798150539398193,1190541,0.0,0.0
2022-10-14 00:00:00+00:00,2.179826021194458,2.1894519329071045,1.8202970027923584,1.8897449970245361,1007446,0.0,0.0
2022-10-15 00:00:00+00:00,1.8897429704666138,1.8899229764938354,1.8197989463806152,1.8793580532073975,931649,0.0,0.0
2022-10-16 00:00:00+00:00,1.8793519735336304,1.8896299600601196,1.7200260162353516,1.7796820402145386,938729,0.0,0.0
2022-10-17 00:00:00+00:00,1.7796880006790161,1.7897510528564453,1.7199029922485352,1.7693500518798828,896410,0.0,0.0
2022-10-18 00:00:00+00:00,1.7693489789962769,1.7895129919052124,1.7001630067825317,1.7595690488815308,869031,0.0,0.0
2022-10-19 00:00:00+00:00,1.7595670223236084,1.789430022239685,1.6207560300827026,1.669342041015625,779390,0.0,0.0
2022-10-20 00:00:00+00:00,1.6693559885025024,1.6892080307006836,1.6000679731369019,1.629552960395813,795091,0.0,0.0
2022-10-21 00:00:00+00:00,1.6295620203018188,1.6897640228271484,1.6197140216827393,1.6401289701461792,839197,0.0,0.0
2022-10-22 00:00:00+00:00,1.6401309967041016,3.1005280017852783,1.619992971420288,3.047605037689209,555986,0.0,0.0
2022-10-23 00:00:00+00:00,3.0475330352783203,3.0941519737243652,3.006334066390991,3.0353119373321533,1137811,0.0,0.0
2022-10-24 00:00:00+00:00,3.0352931022644043,3.0942111015319824,2.9027609825134277,3.032670021057129,549045,0.0,0.0
2022-10-25 00:00:00+00:00,3.0326359272003174,3.0949020385742188,3.005647897720337,3.028609037399292,664613,0.0,0.0
